Nível Territorial (Código),Nível Territorial,Valor,code_state,Unidade da Federação,Ano,Variável,Religião,Sexo,Cor ou raça
3,Unidade da Federação,48612,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Preta
3,Unidade da Federação,931,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Amarela
3,Unidade da Federação,198498,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Parda
3,Unidade da Federação,1473,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Indígena
3,Unidade da Federação,387,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,173,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,11,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,544,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,106,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,359,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,148,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,393,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,91,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,1645,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,984,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,32,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,2619,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,58,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,1404,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,570,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,19,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,1855,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,47,26,Pernambuco,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,229759,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Branca
3,Unidade da Federação,85721,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Preta
3,Unidade da Federação,944,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Amarela
3,Unidade da Federação,500272,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Parda
3,Unidade da Federação,4855,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Indígena
3,Unidade da Federação,262674,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Branca
3,Unidade da Federação,77503,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Preta
3,Unidade da Federação,1682,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Amarela
3,Unidade da Federação,540218,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Parda
3,Unidade da Federação,4987,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Indígena
3,Unidade da Federação,68827,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Branca
3,Unidade da Federação,32172,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Preta
3,Unidade da Federação,392,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Amarela
3,Unidade da Federação,152632,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Parda
3,Unidade da Federação,918,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Indígena
3,Unidade da Federação,98734,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Branca
3,Unidade da Federação,35770,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Preta
3,Unidade da Federação,926,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Amarela
3,Unidade da Federação,217646,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Parda
3,Unidade da Federação,1339,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Indígena
3,Unidade da Federação,2574,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Branca
3,Unidade da Federação,477,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Preta
3,Unidade da Federação,3158,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Parda
3,Unidade da Federação,45,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Indígena
3,Unidade da Federação,5371,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Branca
3,Unidade da Federação,1159,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Preta
3,Unidade da Federação,34,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Amarela
3,Unidade da Federação,4469,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Parda
3,Unidade da Federação,1,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Indígena
3,Unidade da Federação,1061,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Branca
3,Unidade da Federação,1281,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Preta
3,Unidade da Federação,2383,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Parda
3,Unidade da Federação,45,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Indígena
3,Unidade da Federação,1202,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Branca
3,Unidade da Federação,1421,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Preta
3,Unidade da Federação,21,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Amarela
3,Unidade da Federação,3123,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Parda
3,Unidade da Federação,60,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Indígena
3,Unidade da Federação,26,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Branca
3,Unidade da Federação,14,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Preta
3,Unidade da Federação,97,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Parda
3,Unidade da Federação,1390,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Indígena
3,Unidade da Federação,97,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Branca
3,Unidade da Federação,13,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Preta
3,Unidade da Federação,56,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Parda
3,Unidade da Federação,1366,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Indígena
3,Unidade da Federação,8431,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,3733,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,57,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,15187,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,91,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,10990,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,3602,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,159,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,19128,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,72,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,37298,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Branca
3,Unidade da Federação,20560,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Preta
3,Unidade da Federação,261,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Amarela
3,Unidade da Federação,82387,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Parda
3,Unidade da Federação,727,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Indígena
3,Unidade da Federação,28366,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Branca
3,Unidade da Federação,13080,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Preta
3,Unidade da Federação,408,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Amarela
3,Unidade da Federação,64336,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Parda
3,Unidade da Federação,425,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Indígena
3,Unidade da Federação,175,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,29,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,271,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,154,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,48,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,302,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,479,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,265,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,1085,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,206,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,579,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,117,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,1,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,761,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,195,27,Alagoas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,151729,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Branca
3,Unidade da Federação,84210,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Preta
3,Unidade da Federação,713,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Amarela
3,Unidade da Federação,379855,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Parda
3,Unidade da Federação,1401,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Indígena
3,Unidade da Federação,171781,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Branca
3,Unidade da Federação,79554,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Preta
3,Unidade da Federação,801,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Amarela
3,Unidade da Federação,419353,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Parda
3,Unidade da Federação,1402,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Indígena
3,Unidade da Federação,31161,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Branca
3,Unidade da Federação,24321,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Preta
3,Unidade da Federação,204,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Amarela
3,Unidade da Federação,89403,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Parda
3,Unidade da Federação,349,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Indígena
3,Unidade da Federação,45352,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Branca
3,Unidade da Federação,29078,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Preta
3,Unidade da Federação,367,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Amarela
3,Unidade da Federação,127232,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Parda
3,Unidade da Federação,596,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Indígena
3,Unidade da Federação,2747,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Branca
3,Unidade da Federação,1014,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Preta
3,Unidade da Federação,3990,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Parda
3,Unidade da Federação,10,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Indígena
3,Unidade da Federação,5250,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Branca
3,Unidade da Federação,1201,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Preta
3,Unidade da Federação,7048,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Parda
3,Unidade da Federação,49,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Indígena
3,Unidade da Federação,1156,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Branca
3,Unidade da Federação,2096,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Preta
3,Unidade da Federação,1,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Amarela
3,Unidade da Federação,3181,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Parda
3,Unidade da Federação,64,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Indígena
3,Unidade da Federação,1510,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Branca
3,Unidade da Federação,2534,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Preta
3,Unidade da Federação,18,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Amarela
3,Unidade da Federação,4098,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Parda
3,Unidade da Federação,34,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Indígena
3,Unidade da Federação,20,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Branca
3,Unidade da Federação,2,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Preta
3,Unidade da Federação,14,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Parda
3,Unidade da Federação,27,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Indígena
3,Unidade da Federação,3,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Branca
3,Unidade da Federação,26,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Preta
3,Unidade da Federação,19,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Parda
3,Unidade da Federação,30,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Indígena
3,Unidade da Federação,5812,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,4049,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,24,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,13196,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,97,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,7805,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,4640,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,125,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,17547,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,101,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,23319,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Branca
3,Unidade da Federação,17578,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Preta
3,Unidade da Federação,134,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Amarela
3,Unidade da Federação,58024,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Parda
3,Unidade da Federação,481,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Indígena
3,Unidade da Federação,17061,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Branca
3,Unidade da Federação,11289,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Preta
3,Unidade da Federação,116,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Amarela
3,Unidade da Federação,45166,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Parda
3,Unidade da Federação,349,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Indígena
3,Unidade da Federação,36,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,65,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,176,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,38,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,32,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,110,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,237,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,294,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,717,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,11,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,218,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,222,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,498,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,15,28,Sergipe,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,706286,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Branca
3,Unidade da Federação,728831,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Preta
3,Unidade da Federação,3022,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Amarela
3,Unidade da Federação,2017802,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Parda
3,Unidade da Federação,17032,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Indígena
3,Unidade da Federação,749680,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Branca
3,Unidade da Federação,705994,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Preta
3,Unidade da Federação,4057,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Amarela
3,Unidade da Federação,2053342,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Parda
3,Unidade da Federação,16873,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Indígena
3,Unidade da Federação,197032,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Branca
3,Unidade da Federação,307308,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Preta
3,Unidade da Federação,914,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Amarela
3,Unidade da Federação,674063,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Parda
3,Unidade da Federação,7772,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Indígena
3,Unidade da Federação,292318,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Branca
3,Unidade da Federação,407714,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Preta
3,Unidade da Federação,1729,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Amarela
3,Unidade da Federação,969538,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Parda
3,Unidade da Federação,10927,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Indígena
3,Unidade da Federação,16278,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Branca
3,Unidade da Federação,7605,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Preta
3,Unidade da Federação,81,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Amarela
3,Unidade da Federação,21873,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Parda
3,Unidade da Federação,199,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Indígena
3,Unidade da Federação,27742,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Branca
3,Unidade da Federação,13355,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Preta
3,Unidade da Federação,138,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Amarela
3,Unidade da Federação,35846,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Parda
3,Unidade da Federação,258,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Indígena
3,Unidade da Federação,5869,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Branca
3,Unidade da Federação,26019,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Preta
3,Unidade da Federação,18,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Amarela
3,Unidade da Federação,21335,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Parda
3,Unidade da Federação,378,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Indígena
3,Unidade da Federação,8823,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Branca
3,Unidade da Federação,32462,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Preta
3,Unidade da Federação,79,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Amarela
3,Unidade da Federação,27973,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Parda
3,Unidade da Federação,365,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Indígena
3,Unidade da Federação,64,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Branca
3,Unidade da Federação,151,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Preta
3,Unidade da Federação,257,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Parda
3,Unidade da Federação,1990,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Indígena
3,Unidade da Federação,130,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Branca
3,Unidade da Federação,138,29,Bahia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Preta
