Nível Territorial (Código),Nível Territorial,Valor,code_state,Unidade da Federação,Ano,Variável,Religião,Sexo,Cor ou raça
3,Unidade da Federação,87074,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Branca
3,Unidade da Federação,28078,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Preta
3,Unidade da Federação,843,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Amarela
3,Unidade da Federação,160381,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Parda
3,Unidade da Federação,1467,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Indígena
3,Unidade da Federação,90639,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Branca
3,Unidade da Federação,22118,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Preta
3,Unidade da Federação,789,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Amarela
3,Unidade da Federação,158728,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Parda
3,Unidade da Federação,1552,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Indígena
3,Unidade da Federação,73638,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Branca
3,Unidade da Federação,26771,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Preta
3,Unidade da Federação,620,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Amarela
3,Unidade da Federação,153646,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Parda
3,Unidade da Federação,3373,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Indígena
3,Unidade da Federação,87362,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Branca
3,Unidade da Federação,25742,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Preta
3,Unidade da Federação,685,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Amarela
3,Unidade da Federação,179188,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Parda
3,Unidade da Federação,3441,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Indígena
3,Unidade da Federação,1662,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Branca
3,Unidade da Federação,275,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Preta
3,Unidade da Federação,25,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Amarela
3,Unidade da Federação,1275,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Parda
3,Unidade da Federação,16,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Indígena
3,Unidade da Federação,1964,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Branca
3,Unidade da Federação,213,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Preta
3,Unidade da Federação,41,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Amarela
3,Unidade da Federação,1985,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Parda
3,Unidade da Federação,27,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Indígena
3,Unidade da Federação,660,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Branca
3,Unidade da Federação,272,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Preta
3,Unidade da Federação,13,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Amarela
3,Unidade da Federação,874,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Parda
3,Unidade da Federação,835,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Branca
3,Unidade da Federação,214,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Preta
3,Unidade da Federação,866,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Parda
3,Unidade da Federação,22,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Branca
3,Unidade da Federação,48,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Preta
3,Unidade da Federação,146,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Parda
3,Unidade da Federação,267,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Indígena
3,Unidade da Federação,24,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Branca
3,Unidade da Federação,125,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Parda
3,Unidade da Federação,240,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Indígena
3,Unidade da Federação,7758,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,2779,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,41,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,14639,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,361,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,9081,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,2123,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,107,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,15762,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,300,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,25898,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Branca
3,Unidade da Federação,12260,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Preta
3,Unidade da Federação,303,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Amarela
3,Unidade da Federação,61122,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Parda
3,Unidade da Federação,1157,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Indígena
3,Unidade da Federação,19871,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Branca
3,Unidade da Federação,7220,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Preta
3,Unidade da Federação,265,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Amarela
3,Unidade da Federação,45577,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Parda
3,Unidade da Federação,901,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Indígena
3,Unidade da Federação,242,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,50,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,384,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,32,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,101,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,15,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,88,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,458,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,167,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,1,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,959,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,24,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,423,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,141,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,809,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,25,11,Rondônia,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,27563,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Branca
3,Unidade da Federação,14058,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Preta
3,Unidade da Federação,376,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Amarela
3,Unidade da Federação,91604,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Parda
3,Unidade da Federação,4189,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Indígena
3,Unidade da Federação,27694,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Branca
3,Unidade da Federação,10263,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Preta
3,Unidade da Federação,359,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Amarela
3,Unidade da Federação,86374,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Parda
3,Unidade da Federação,3849,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Indígena
3,Unidade da Federação,28165,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Branca
3,Unidade da Federação,14907,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Preta
3,Unidade da Federação,200,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Amarela
3,Unidade da Federação,95293,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Parda
3,Unidade da Federação,2810,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Indígena
3,Unidade da Federação,33536,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Branca
3,Unidade da Federação,12872,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Preta
3,Unidade da Federação,473,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Amarela
3,Unidade da Federação,112244,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Parda
3,Unidade da Federação,3099,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Indígena
3,Unidade da Federação,543,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Branca
3,Unidade da Federação,118,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Preta
3,Unidade da Federação,1043,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Parda
3,Unidade da Federação,20,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Indígena
3,Unidade da Federação,765,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Branca
3,Unidade da Federação,158,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Preta
3,Unidade da Federação,10,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Amarela
3,Unidade da Federação,1127,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Parda
3,Unidade da Federação,7,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Indígena
3,Unidade da Federação,115,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Branca
3,Unidade da Federação,125,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Preta
3,Unidade da Federação,525,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Parda
3,Unidade da Federação,156,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Branca
3,Unidade da Federação,148,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Preta
3,Unidade da Federação,553,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Parda
3,Unidade da Federação,4,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Indígena
3,Unidade da Federação,22,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Branca
3,Unidade da Federação,12,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Preta
3,Unidade da Federação,67,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Parda
3,Unidade da Federação,1611,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Indígena
3,Unidade da Federação,21,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Branca
3,Unidade da Federação,8,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Preta
3,Unidade da Federação,34,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Parda
3,Unidade da Federação,1413,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Indígena
3,Unidade da Federação,2846,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,1379,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,16,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,8500,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,533,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,3292,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,1191,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,56,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,9692,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,499,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,8637,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Branca
3,Unidade da Federação,5711,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Preta
3,Unidade da Federação,61,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Amarela
3,Unidade da Federação,28614,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Parda
3,Unidade da Federação,633,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Indígena
3,Unidade da Federação,6731,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Branca
3,Unidade da Federação,3143,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Preta
3,Unidade da Federação,135,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Amarela
3,Unidade da Federação,22401,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Parda
3,Unidade da Federação,544,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Indígena
3,Unidade da Federação,10,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,25,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,2,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,14,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,18,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,21,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,6,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,79,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,85,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,11,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,283,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,76,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,28,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,38,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,5,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,208,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,46,12,Acre,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,132573,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Branca
3,Unidade da Federação,46520,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Preta
3,Unidade da Federação,1113,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Amarela
3,Unidade da Federação,548372,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Parda
3,Unidade da Federação,47523,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Indígena
3,Unidade da Federação,149502,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Branca
3,Unidade da Federação,32476,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Preta
3,Unidade da Federação,1358,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Amarela
3,Unidade da Federação,522653,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Parda
3,Unidade da Federação,44317,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Indígena
3,Unidade da Federação,94001,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Branca
3,Unidade da Federação,37322,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Preta
3,Unidade da Federação,645,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Amarela
3,Unidade da Federação,419255,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Parda
3,Unidade da Federação,45144,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Indígena
3,Unidade da Federação,119097,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Branca
3,Unidade da Federação,29028,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Preta
3,Unidade da Federação,1098,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Amarela
3,Unidade da Federação,475004,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Parda
3,Unidade da Federação,47393,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Indígena
3,Unidade da Federação,1992,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Branca
3,Unidade da Federação,362,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Preta
3,Unidade da Federação,2898,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Parda
3,Unidade da Federação,32,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Indígena
3,Unidade da Federação,2862,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Branca
3,Unidade da Federação,438,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Preta
3,Unidade da Federação,3459,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Parda
3,Unidade da Federação,116,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Indígena
3,Unidade da Federação,1104,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Branca
3,Unidade da Federação,789,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Preta
3,Unidade da Federação,3408,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Parda
3,Unidade da Federação,126,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Indígena
3,Unidade da Federação,1119,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Branca
3,Unidade da Federação,490,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Preta
3,Unidade da Federação,3339,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Parda
3,Unidade da Federação,97,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Indígena
3,Unidade da Federação,70,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Branca
3,Unidade da Federação,5,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Preta
3,Unidade da Federação,260,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Parda
3,Unidade da Federação,5458,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Indígena
3,Unidade da Federação,40,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Branca
3,Unidade da Federação,1,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Preta
3,Unidade da Federação,258,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Parda
3,Unidade da Federação,5072,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Indígena
3,Unidade da Federação,13594,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,4653,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,422,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,44250,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,7696,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,16086,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,3316,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,517,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,49509,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,7127,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,23240,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Branca
3,Unidade da Federação,10496,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Preta
3,Unidade da Federação,301,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Amarela
3,Unidade da Federação,93860,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Parda
3,Unidade da Federação,7361,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Indígena
3,Unidade da Federação,18807,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Branca
3,Unidade da Federação,5399,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Preta
3,Unidade da Federação,365,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Amarela
3,Unidade da Federação,71750,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Parda
3,Unidade da Federação,6188,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Indígena
3,Unidade da Federação,392,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,113,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,1035,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,130,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,276,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,89,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,593,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,78,13,Amazonas,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
